TituloObra;Artista;AñoNacimiento;AñoMuerte;Movimiento;Museo
Plate (page 65) from CONSTRUCTION D'UN TEMPLE EN RUINE À LA DÉESSE VANADÉ;Paul Delvaux;1897;1994;Surrealismo;MOMA
Plate (page 77) from CONSTRUCTION D'UN TEMPLE EN RUINE À LA DÉESSE VANADÉ;Paul Delvaux;1897;1994;Surrealismo;MOMA
The Astronomers;Paul Delvaux;1897;1994;Surrealismo;MOMA
Composition (The Siesta);Paul Delvaux;1897;1994;Surrealismo;MOMA
Sketchbook;Paul Delvaux;1897;1994;Surrealismo;MOMA
The Lady with a Candle;Paul Delvaux;1897;1994;Surrealismo;MOMA
The Sunday Dress;Paul Delvaux;1897;1994;Surrealismo;MOMA
Mirrors;Paul Delvaux;1897;1994;Surrealismo;MOMA
Phases of the Moon;Paul Delvaux;1897;1994;Surrealismo;MOMA
Sketchbook;Paul Delvaux;1897;1994;Surrealismo;MOMA
Sketchbook;Paul Delvaux;1897;1994;Surrealismo;MOMA
Sketchbook;Paul Delvaux;1897;1994;Surrealismo;MOMA
Sketchbook;Paul Delvaux;1897;1994;Surrealismo;MOMA
Sketchbook;Paul Delvaux;1897;1994;Surrealismo;MOMA
Sketchbook;Paul Delvaux;1897;1994;Surrealismo;MOMA
Sketchbook;Paul Delvaux;1897;1994;Surrealismo;MOMA
Sketchbook;Paul Delvaux;1897;1994;Surrealismo;MOMA
Sketchbook;Paul Delvaux;1897;1994;Surrealismo;MOMA
Sketchbook;Paul Delvaux;1897;1994;Surrealismo;MOMA
Sketchbook;Paul Delvaux;1897;1994;Surrealismo;MOMA
Sketchbook;Paul Delvaux;1897;1994;Surrealismo;MOMA
Sketchbook;Paul Delvaux;1897;1994;Surrealismo;MOMA
Sketchbook;Paul Delvaux;1897;1994;Surrealismo;MOMA
Sketchbook;Paul Delvaux;1897;1994;Surrealismo;MOMA
Sketchbook;Paul Delvaux;1897;1994;Surrealismo;MOMA
Sketchbook;Paul Delvaux;1897;1994;Surrealismo;MOMA
Sketchbook;Paul Delvaux;1897;1994;Surrealismo;MOMA
Sketchbook;Paul Delvaux;1897;1994;Surrealismo;MOMA
Sketchbook;Paul Delvaux;1897;1994;Surrealismo;MOMA
Sketchbook;Paul Delvaux;1897;1994;Surrealismo;MOMA
Sketchbook;Paul Delvaux;1897;1994;Surrealismo;MOMA
Sketchbook;Paul Delvaux;1897;1994;Surrealismo;MOMA
Sketchbook;Paul Delvaux;1897;1994;Surrealismo;MOMA
Sketchbook;Paul Delvaux;1897;1994;Surrealismo;MOMA
Sketchbook;Paul Delvaux;1897;1994;Surrealismo;MOMA
Sketchbook;Paul Delvaux;1897;1994;Surrealismo;MOMA
Sketchbook;Paul Delvaux;1897;1994;Surrealismo;MOMA
Sketchbook;Paul Delvaux;1897;1994;Surrealismo;MOMA
Sketchbook;Paul Delvaux;1897;1994;Surrealismo;MOMA
Sketchbook;Paul Delvaux;1897;1994;Surrealismo;MOMA
Sketchbook;Paul Delvaux;1897;1994;Surrealismo;MOMA
Sketchbook;Paul Delvaux;1897;1994;Surrealismo;MOMA
Sketchbook;Paul Delvaux;1897;1994;Surrealismo;MOMA
Sketchbook;Paul Delvaux;1897;1994;Surrealismo;MOMA
Sketchbook;Paul Delvaux;1897;1994;Surrealismo;MOMA
Sketchbook;Paul Delvaux;1897;1994;Surrealismo;MOMA
Sketchbook;Paul Delvaux;1897;1994;Surrealismo;MOMA
Sketchbook;Paul Delvaux;1897;1994;Surrealismo;MOMA
Sketchbook;Paul Delvaux;1897;1994;Surrealismo;MOMA
Sketchbook;Paul Delvaux;1897;1994;Surrealismo;MOMA
Sketchbook;Paul Delvaux;1897;1994;Surrealismo;MOMA
Sketchbook;Paul Delvaux;1897;1994;Surrealismo;MOMA
Sketchbook;Paul Delvaux;1897;1994;Surrealismo;MOMA
Sketchbook;Paul Delvaux;1897;1994;Surrealismo;MOMA
Sketchbook;Paul Delvaux;1897;1994;Surrealismo;MOMA
Sketchbook;Paul Delvaux;1897;1994;Surrealismo;MOMA
Sketchbook;Paul Delvaux;1897;1994;Surrealismo;MOMA
Sketchbook;Paul Delvaux;1897;1994;Surrealismo;MOMA
Sketchbook;Paul Delvaux;1897;1994;Surrealismo;MOMA
Sketchbook;Paul Delvaux;1897;1994;Surrealismo;MOMA
Sketchbook;Paul Delvaux;1897;1994;Surrealismo;MOMA
Sketchbook;Paul Delvaux;1897;1994;Surrealismo;MOMA
Sketchbook;Paul Delvaux;1897;1994;Surrealismo;MOMA
Sketchbook;Paul Delvaux;1897;1994;Surrealismo;MOMA
Sketchbook;Paul Delvaux;1897;1994;Surrealismo;MOMA
Sketchbook;Paul Delvaux;1897;1994;Surrealismo;MOMA
Sketchbook;Paul Delvaux;1897;1994;Surrealismo;MOMA
Sketchbook;Paul Delvaux;1897;1994;Surrealismo;MOMA
Sketchbook;Paul Delvaux;1897;1994;Surrealismo;MOMA
Plate (folio 12) from HOMMAGE À ROGER LACOURIÈRE;André Derain;1880;1954;Impresionismo;MOMA
STANDING NUDE (plate, folio 4 verso) from ÉLOGE DE DERAIN;André Derain;1880;1954;Impresionismo;MOMA
ÉLOGE DE DERAIN;André Derain;1880;1954;Impresionismo;MOMA
EUROPE (headpiece, folio 5) from ÉLOGE DE DERAIN;André Derain;1880;1954;Impresionismo;MOMA
STUDY (plate, folio 7) from ÉLOGE DE DERAIN;André Derain;1880;1954;Impresionismo;MOMA
HOMAGE TO VAN GOGH (double page plate, folios 9 verso and 10) from ÉLOGE DE DERAIN;André Derain;1880;1954;Impresionismo;MOMA
DANCER (plate, folio 13) from ÉLOGE DE DERAIN;André Derain;1880;1954;Impresionismo;MOMA
RECLINING NUDE (double page plate, folios 15 verso and 16) from ÉLOGE DE DERAIN;André Derain;1880;1954;Impresionismo;MOMA
PROVENCAL LANDSCAPE (double page plate, folios 19 verso and 20) from ÉLOGE DE DERAIN;André Derain;1880;1954;Impresionismo;MOMA
RITE OF WOMAN (plate, folio 22) from ÉLOGE DE DERAIN;André Derain;1880;1954;Impresionismo;MOMA
La Cassette de Plomb;André Derain;1880;1954;Impresionismo;MOMA
Headpiece and pictorial initial Q (folio 4) from L'Enchanteur pourrissant;André Derain;1880;1954;Impresionismo;MOMA
L'Enchanteur pourrissant;André Derain;1880;1954;Impresionismo;MOMA
Plate (folio 20) from L'Enchanteur pourrissant;André Derain;1880;1954;Impresionismo;MOMA
Pictorial initial L (folio 21) from L'Enchanteur pourrissant;André Derain;1880;1954;Impresionismo;MOMA
Plate (folio 23) from L'Enchanteur pourrissant;André Derain;1880;1954;Impresionismo;MOMA
Tailpiece (folio 25 verso) from L'Enchanteur pourrissant;André Derain;1880;1954;Impresionismo;MOMA
Plate (folio 26) from L'Enchanteur pourrissant;André Derain;1880;1954;Impresionismo;MOMA
Pictorial initial D (folio 27) from L'Enchanteur pourrissant;André Derain;1880;1954;Impresionismo;MOMA
In-text plate (folio 28) from L'Enchanteur pourrissant;André Derain;1880;1954;Impresionismo;MOMA
In-text plate (folio 28) from L'Enchanteur pourrissant;André Derain;1880;1954;Impresionismo;MOMA
Plate (folio 29) from L'Enchanteur pourrissant;André Derain;1880;1954;Impresionismo;MOMA
Pictorial initial C (folio 30) from L'Enchanteur pourrissant;André Derain;1880;1954;Impresionismo;MOMA
Vignette (folio 5 verso) from L'Enchanteur pourrissant;André Derain;1880;1954;Impresionismo;MOMA
Tailpiece (folio 31 verso) from L'Enchanteur pourrissant;André Derain;1880;1954;Impresionismo;MOMA
Plate (folio 32) from L'Enchanteur pourrissant;André Derain;1880;1954;Impresionismo;MOMA
Pictorial initial L (folio 33) from L'Enchanteur pourrissant;André Derain;1880;1954;Impresionismo;MOMA
In-text plate (folio 34) from L'Enchanteur pourrissant;André Derain;1880;1954;Impresionismo;MOMA
Plate (folio 35) from L'Enchanteur pourrissant;André Derain;1880;1954;Impresionismo;MOMA
Vignette (folio 36 verso) from L'Enchanteur pourrissant;André Derain;1880;1954;Impresionismo;MOMA
Headpiece (folio 37) from L'Enchanteur pourrissant;André Derain;1880;1954;Impresionismo;MOMA
Plate (folio 38) from L'Enchanteur pourrissant;André Derain;1880;1954;Impresionismo;MOMA
Vignette (folio 39 verso) from L'Enchanteur pourrissant;André Derain;1880;1954;Impresionismo;MOMA
Pictorial initial L (folio 40) from L'Enchanteur pourrissant;André Derain;1880;1954;Impresionismo;MOMA
Pictorial initial L (folio 6) from L'Enchanteur pourrissant;André Derain;1880;1954;Impresionismo;MOMA
Plate (folio 41) from L'Enchanteur pourrissant;André Derain;1880;1954;Impresionismo;MOMA
Kahnweiler publisher's device (title page) from L'Enchanteur pourrissant;André Derain;1880;1954;Impresionismo;MOMA
Plate (folio 8) from L'Enchanteur pourrissant;André Derain;1880;1954;Impresionismo;MOMA
Plate (folio 11) from L'Enchanteur pourrissant;André Derain;1880;1954;Impresionismo;MOMA
Plate (folio 14) from L'Enchanteur pourrissant;André Derain;1880;1954;Impresionismo;MOMA
Plate (folio 17) from L'Enchanteur pourrissant;André Derain;1880;1954;Impresionismo;MOMA
In-text plate (folio 18) from L'Enchanteur pourrissant;André Derain;1880;1954;Impresionismo;MOMA
Plate (folio 19 verso) from L'Enchanteur pourrissant;André Derain;1880;1954;Impresionismo;MOMA
Tailpiece (folio 4 verso) from LES OEUVRES BURLESQUES ET MYSTIQUES DE FRÈRE MATOREL MORT AU COUVENT;André Derain;1880;1954;Impresionismo;MOMA
LES OEUVRES BURLESQUES ET MYSTIQUES DE FRÈRE MATOREL MORT AU COUVENT;André Derain;1880;1954;Impresionismo;MOMA
Tailpiece (folio 17 verso) from LES OEUVRES BURLESQUES ET MYSTIQUES DE FRÈRE MATOREL MORT AU COUVENT;André Derain;1880;1954;Impresionismo;MOMA
Tailpiece (folio 18) from LES OEUVRES BURLESQUES ET MYSTIQUES DE FRÈRE MATOREL MORT AU COUVENT;André Derain;1880;1954;Impresionismo;MOMA
Tailpiece (folio 18 verso) from LES OEUVRES BURLESQUES ET MYSTIQUES DE FRÈRE MATOREL MORT AU COUVENT;André Derain;1880;1954;Impresionismo;MOMA
Plate (folio 19) from LES OEUVRES BURLESQUES ET MYSTIQUES DE FRÈRE MATOREL MORT AU COUVENT;André Derain;1880;1954;Impresionismo;MOMA
Tailpiece (folio 20 verso) from LES OEUVRES BURLESQUES ET MYSTIQUES DE FRÈRE MATOREL MORT AU COUVENT;André Derain;1880;1954;Impresionismo;MOMA
In-text plate (folio 23) from LES OEUVRES BURLESQUES ET MYSTIQUES DE FRÈRE MATOREL MORT AU COUVENT;André Derain;1880;1954;Impresionismo;MOMA
Tailpiece (folio 23 verso) from LES OEUVRES BURLESQUES ET MYSTIQUES DE FRÈRE MATOREL MORT AU COUVENT;André Derain;1880;1954;Impresionismo;MOMA
Tailpiece (folio 24 verso) from LES OEUVRES BURLESQUES ET MYSTIQUES DE FRÈRE MATOREL MORT AU COUVENT;André Derain;1880;1954;Impresionismo;MOMA
Tailpiece (folio 25 verso) from LES OEUVRES BURLESQUES ET MYSTIQUES DE FRÈRE MATOREL MORT AU COUVENT;André Derain;1880;1954;Impresionismo;MOMA
Tailpiece (folio 26) from LES OEUVRES BURLESQUES ET MYSTIQUES DE FRÈRE MATOREL MORT AU COUVENT;André Derain;1880;1954;Impresionismo;MOMA
Headpiece (folio 5) from LES OEUVRES BURLESQUES ET MYSTIQUES DE FRÈRE MATOREL MORT AU COUVENT;André Derain;1880;1954;Impresionismo;MOMA
Tailpiece (folio 26 verso) from LES OEUVRES BURLESQUES ET MYSTIQUES DE FRÈRE MATOREL MORT AU COUVENT;André Derain;1880;1954;Impresionismo;MOMA
In-text plate (folio 28) from LES OEUVRES BURLESQUES ET MYSTIQUES DE FRÈRE MATOREL MORT AU COUVENT;André Derain;1880;1954;Impresionismo;MOMA
Tailpiece (folio 28 verso) from LES OEUVRES BURLESQUES ET MYSTIQUES DE FRÈRE MATOREL MORT AU COUVENT;André Derain;1880;1954;Impresionismo;MOMA
Tailpiece (folio 29) from LES OEUVRES BURLESQUES ET MYSTIQUES DE FRÈRE MATOREL MORT AU COUVENT;André Derain;1880;1954;Impresionismo;MOMA
In-text plate (folio 30) from LES OEUVRES BURLESQUES ET MYSTIQUES DE FRÈRE MATOREL MORT AU COUVENT;André Derain;1880;1954;Impresionismo;MOMA
In-text plate (folio 31 verso) from LES OEUVRES BURLESQUES ET MYSTIQUES DE FRÈRE MATOREL MORT AU COUVENT;André Derain;1880;1954;Impresionismo;MOMA
Headpiece (folio 33) from LES OEUVRES BURLESQUES ET MYSTIQUES DE FRÈRE MATOREL MORT AU COUVENT;André Derain;1880;1954;Impresionismo;MOMA
Tailpiece (folio 34 verso) from LES OEUVRES BURLESQUES ET MYSTIQUES DE FRÈRE MATOREL MORT AU COUVENT;André Derain;1880;1954;Impresionismo;MOMA
Tailpiece (folio 35 verso) from LES OEUVRES BURLESQUES ET MYSTIQUES DE FRÈRE MATOREL MORT AU COUVENT;André Derain;1880;1954;Impresionismo;MOMA
Headpiece (folio 36 verso) from LES OEUVRES BURLESQUES ET MYSTIQUES DE FRÈRE MATOREL MORT AU COUVENT;André Derain;1880;1954;Impresionismo;MOMA
Tailpiece (folio 7 verso) from LES OEUVRES BURLESQUES ET MYSTIQUES DE FRÈRE MATOREL MORT AU COUVENT;André Derain;1880;1954;Impresionismo;MOMA
Headpiece (folio 37) from LES OEUVRES BURLESQUES ET MYSTIQUES DE FRÈRE MATOREL MORT AU COUVENT;André Derain;1880;1954;Impresionismo;MOMA
In-text plate (folio 39) from LES OEUVRES BURLESQUES ET MYSTIQUES DE FRÈRE MATOREL MORT AU COUVENT;André Derain;1880;1954;Impresionismo;MOMA
In-text plate (folio 40) from LES OEUVRES BURLESQUES ET MYSTIQUES DE FRÈRE MATOREL MORT AU COUVENT;André Derain;1880;1954;Impresionismo;MOMA
In-text plate (folio 41) from LES OEUVRES BURLESQUES ET MYSTIQUES DE FRÈRE MATOREL MORT AU COUVENT;André Derain;1880;1954;Impresionismo;MOMA
Tailpiece (folio 41 verso) from LES OEUVRES BURLESQUES ET MYSTIQUES DE FRÈRE MATOREL MORT AU COUVENT;André Derain;1880;1954;Impresionismo;MOMA
In-text plate (folio 42 verso) from LES OEUVRES BURLESQUES ET MYSTIQUES DE FRÈRE MATOREL MORT AU COUVENT;André Derain;1880;1954;Impresionismo;MOMA
In-text plate (folio 44) from LES OEUVRES BURLESQUES ET MYSTIQUES DE FRÈRE MATOREL MORT AU COUVENT;André Derain;1880;1954;Impresionismo;MOMA
Tailpiece (folio 46 verso) from LES OEUVRES BURLESQUES ET MYSTIQUES DE FRÈRE MATOREL MORT AU COUVENT;André Derain;1880;1954;Impresionismo;MOMA
Headpiece (folio 47) from LES OEUVRES BURLESQUES ET MYSTIQUES DE FRÈRE MATOREL MORT AU COUVENT;André Derain;1880;1954;Impresionismo;MOMA
In-text plate (folio 48) from LES OEUVRES BURLESQUES ET MYSTIQUES DE FRÈRE MATOREL MORT AU COUVENT;André Derain;1880;1954;Impresionismo;MOMA
Tailpiece (folio 9) from LES OEUVRES BURLESQUES ET MYSTIQUES DE FRÈRE MATOREL MORT AU COUVENT;André Derain;1880;1954;Impresionismo;MOMA
In-text plate (folio 48 verso) from LES OEUVRES BURLESQUES ET MYSTIQUES DE FRÈRE MATOREL MORT AU COUVENT;André Derain;1880;1954;Impresionismo;MOMA
In-text plate (folio 50) from LES OEUVRES BURLESQUES ET MYSTIQUES DE FRÈRE MATOREL MORT AU COUVENT;André Derain;1880;1954;Impresionismo;MOMA
Tailpiece (folio 50 verso) from LES OEUVRES BURLESQUES ET MYSTIQUES DE FRÈRE MATOREL MORT AU COUVENT;André Derain;1880;1954;Impresionismo;MOMA
In-text plate (folio 51 verso) from LES OEUVRES BURLESQUES ET MYSTIQUES DE FRÈRE MATOREL MORT AU COUVENT;André Derain;1880;1954;Impresionismo;MOMA
In-text plate (folio 54) from LES OEUVRES BURLESQUES ET MYSTIQUES DE FRÈRE MATOREL MORT AU COUVENT;André Derain;1880;1954;Impresionismo;MOMA
In-text plate (folio 55) from LES OEUVRES BURLESQUES ET MYSTIQUES DE FRÈRE MATOREL MORT AU COUVENT;André Derain;1880;1954;Impresionismo;MOMA
In-text plate (folio 56) from LES OEUVRES BURLESQUES ET MYSTIQUES DE FRÈRE MATOREL MORT AU COUVENT;André Derain;1880;1954;Impresionismo;MOMA
In-text plate (folio 57) from LES OEUVRES BURLESQUES ET MYSTIQUES DE FRÈRE MATOREL MORT AU COUVENT;André Derain;1880;1954;Impresionismo;MOMA
In-text plate (folio 59) from LES OEUVRES BURLESQUES ET MYSTIQUES DE FRÈRE MATOREL MORT AU COUVENT;André Derain;1880;1954;Impresionismo;MOMA
In-text plate (folio 60) from LES OEUVRES BURLESQUES ET MYSTIQUES DE FRÈRE MATOREL MORT AU COUVENT;André Derain;1880;1954;Impresionismo;MOMA
In-text plate (folio 11 verso) from LES OEUVRES BURLESQUES ET MYSTIQUES DE FRÈRE MATOREL MORT AU COUVENT;André Derain;1880;1954;Impresionismo;MOMA
In-text plate (folio 61) from LES OEUVRES BURLESQUES ET MYSTIQUES DE FRÈRE MATOREL MORT AU COUVENT;André Derain;1880;1954;Impresionismo;MOMA
In-text plate (folio 62) from LES OEUVRES BURLESQUES ET MYSTIQUES DE FRÈRE MATOREL MORT AU COUVENT;André Derain;1880;1954;Impresionismo;MOMA
Tailpiece (folio 63) from LES OEUVRES BURLESQUES ET MYSTIQUES DE FRÈRE MATOREL MORT AU COUVENT;André Derain;1880;1954;Impresionismo;MOMA
Tailpiece (folio 64 verso) from LES OEUVRES BURLESQUES ET MYSTIQUES DE FRÈRE MATOREL MORT AU COUVENT;André Derain;1880;1954;Impresionismo;MOMA
Tailpiece (folio 65) from LES OEUVRES BURLESQUES ET MYSTIQUES DE FRÈRE MATOREL MORT AU COUVENT;André Derain;1880;1954;Impresionismo;MOMA
Tailpiece (folio 66) from LES OEUVRES BURLESQUES ET MYSTIQUES DE FRÈRE MATOREL MORT AU COUVENT;André Derain;1880;1954;Impresionismo;MOMA
In-text plate (folio 67) from LES OEUVRES BURLESQUES ET MYSTIQUES DE FRÈRE MATOREL MORT AU COUVENT;André Derain;1880;1954;Impresionismo;MOMA
In-text plate (folio 67 verso) from LES OEUVRES BURLESQUES ET MYSTIQUES DE FRÈRE MATOREL MORT AU COUVENT;André Derain;1880;1954;Impresionismo;MOMA
Headpiece (folio 69) from LES OEUVRES BURLESQUES ET MYSTIQUES DE FRÈRE MATOREL MORT AU COUVENT;André Derain;1880;1954;Impresionismo;MOMA
Tailpiece (folio 70) from LES OEUVRES BURLESQUES ET MYSTIQUES DE FRÈRE MATOREL MORT AU COUVENT;André Derain;1880;1954;Impresionismo;MOMA
Tailpiece (folio 12 verso) from LES OEUVRES BURLESQUES ET MYSTIQUES DE FRÈRE MATOREL MORT AU COUVENT;André Derain;1880;1954;Impresionismo;MOMA
Tailpiece (folio 70 verso) from LES OEUVRES BURLESQUES ET MYSTIQUES DE FRÈRE MATOREL MORT AU COUVENT;André Derain;1880;1954;Impresionismo;MOMA
In-text plate (folio 72 verso) from LES OEUVRES BURLESQUES ET MYSTIQUES DE FRÈRE MATOREL MORT AU COUVENT;André Derain;1880;1954;Impresionismo;MOMA
Tailpiece (folio 73) from LES OEUVRES BURLESQUES ET MYSTIQUES DE FRÈRE MATOREL MORT AU COUVENT;André Derain;1880;1954;Impresionismo;MOMA
In-text plate (folio 75) from LES OEUVRES BURLESQUES ET MYSTIQUES DE FRÈRE MATOREL MORT AU COUVENT;André Derain;1880;1954;Impresionismo;MOMA
Tailpiece (folio 75 verso) from LES OEUVRES BURLESQUES ET MYSTIQUES DE FRÈRE MATOREL MORT AU COUVENT;André Derain;1880;1954;Impresionismo;MOMA
In-text plate (folio 76 verso) from LES OEUVRES BURLESQUES ET MYSTIQUES DE FRÈRE MATOREL MORT AU COUVENT;André Derain;1880;1954;Impresionismo;MOMA
In-text plate (folio 77) from LES OEUVRES BURLESQUES ET MYSTIQUES DE FRÈRE MATOREL MORT AU COUVENT;André Derain;1880;1954;Impresionismo;MOMA
Tailpiece (folio 14) from LES OEUVRES BURLESQUES ET MYSTIQUES DE FRÈRE MATOREL MORT AU COUVENT;André Derain;1880;1954;Impresionismo;MOMA
Tailpiece (folio 15) from LES OEUVRES BURLESQUES ET MYSTIQUES DE FRÈRE MATOREL MORT AU COUVENT;André Derain;1880;1954;Impresionismo;MOMA
In-text plate (folio 17) from LES OEUVRES BURLESQUES ET MYSTIQUES DE FRÈRE MATOREL MORT AU COUVENT;André Derain;1880;1954;Impresionismo;MOMA
MONT DE PIÉTÉ;André Derain;1880;1954;Impresionismo;MOMA
Plate (folio 3) from BALLADE DU PAUVRE MACCHABÉ MAL ENTERRÉ;André Derain;1880;1954;Impresionismo;MOMA
Ballade du pauvre Macchabé mal enterré;André Derain;1880;1954;Impresionismo;MOMA
Headpiece (folio 4) from BALLADE DU PAUVRE MACCHABÉ MAL ENTERRÉ;André Derain;1880;1954;Impresionismo;MOMA
Plate (folio 5) from BALLADE DU PAUVRE MACCHABÉ MAL ENTERRÉ;André Derain;1880;1954;Impresionismo;MOMA
Plate (folio 7) from BALLADE DU PAUVRE MACCHABÉ MAL ENTERRÉ;André Derain;1880;1954;Impresionismo;MOMA
Plate (folio 9) from BALLADE DU PAUVRE MACCHABÉ MAL ENTERRÉ;André Derain;1880;1954;Impresionismo;MOMA
Tailpiece (folio 11) from BALLADE DU PAUVRE MACCHABÉ MAL ENTERRÉ;André Derain;1880;1954;Impresionismo;MOMA
À LA SANTÉ DU CORPS;André Derain;1880;1954;Impresionismo;MOMA
Plate (folio 3 verso) from LA CASSETTE DE PLOMB;André Derain;1880;1954;Impresionismo;MOMA
La Cassette de Plomb;André Derain;1880;1954;Impresionismo;MOMA
Plate (folio 4) from LA CASSETTE DE PLOMB;André Derain;1880;1954;Impresionismo;MOMA
Half title page from Le Calumet;André Derain;1880;1954;Impresionismo;MOMA
Le Calumet;André Derain;1880;1954;Impresionismo;MOMA
In-text plate (page 21) from Le Calumet;André Derain;1880;1954;Impresionismo;MOMA
Headpiece (page 23) from Le Calumet;André Derain;1880;1954;Impresionismo;MOMA
Headpiece (page 25) from Le Calumet;André Derain;1880;1954;Impresionismo;MOMA
Tailpiece (page 26) from Le Calumet;André Derain;1880;1954;Impresionismo;MOMA
Headpiece (page 27) from Le Calumet;André Derain;1880;1954;Impresionismo;MOMA
Headpiece (page 29) from Le Calumet;André Derain;1880;1954;Impresionismo;MOMA
Tailpiece (page 31) from Le Calumet;André Derain;1880;1954;Impresionismo;MOMA
Headpiece (page 32) from Le Calumet;André Derain;1880;1954;Impresionismo;MOMA
Headpiece (page 34) from Le Calumet;André Derain;1880;1954;Impresionismo;MOMA
Tailpiece (page 36) from Le Calumet;André Derain;1880;1954;Impresionismo;MOMA
Title page from Le Calumet;André Derain;1880;1954;Impresionismo;MOMA
Headpiece (page 38) from Le Calumet;André Derain;1880;1954;Impresionismo;MOMA
Headpiece (page 40) from Le Calumet;André Derain;1880;1954;Impresionismo;MOMA
Headpiece (page 42) from Le Calumet;André Derain;1880;1954;Impresionismo;MOMA
Headpiece (page 44) from Le Calumet;André Derain;1880;1954;Impresionismo;MOMA
Headpiece (page 46) from Le Calumet;André Derain;1880;1954;Impresionismo;MOMA
Tailpiece (page 48) from Le Calumet;André Derain;1880;1954;Impresionismo;MOMA
Headpiece (page 49) from Le Calumet;André Derain;1880;1954;Impresionismo;MOMA
Headpiece (page 51) from Le Calumet;André Derain;1880;1954;Impresionismo;MOMA
Headpiece (page 53) from Le Calumet;André Derain;1880;1954;Impresionismo;MOMA
Headpiece (page 55) from Le Calumet;André Derain;1880;1954;Impresionismo;MOMA
Headpiece (page 7) from Le Calumet;André Derain;1880;1954;Impresionismo;MOMA
Headpiece (page 57) from Le Calumet;André Derain;1880;1954;Impresionismo;MOMA
Tailpiece (page 58) from Le Calumet;André Derain;1880;1954;Impresionismo;MOMA
Tailpiece (page 60) from Le Calumet;André Derain;1880;1954;Impresionismo;MOMA
Headpiece (page 63) from Le Calumet;André Derain;1880;1954;Impresionismo;MOMA
Headpiece (page 65) from Le Calumet;André Derain;1880;1954;Impresionismo;MOMA
Headpiece (page 68) from Le Calumet;André Derain;1880;1954;Impresionismo;MOMA
Tailpiece (page 71) from Le Calumet;André Derain;1880;1954;Impresionismo;MOMA
Headpiece (page 72) from Le Calumet;André Derain;1880;1954;Impresionismo;MOMA
Headpiece (page 76) from Le Calumet;André Derain;1880;1954;Impresionismo;MOMA
Headpiece (page 77) from Le Calumet;André Derain;1880;1954;Impresionismo;MOMA
Headpiece (page 10) from Le Calumet;André Derain;1880;1954;Impresionismo;MOMA
In-text plate (page 79) from Le Calumet;André Derain;1880;1954;Impresionismo;MOMA
Headpiece (page 81) from Le Calumet;André Derain;1880;1954;Impresionismo;MOMA
Tailpiece (page 82) from Le Calumet;André Derain;1880;1954;Impresionismo;MOMA
Headpiece (page 83) from Le Calumet;André Derain;1880;1954;Impresionismo;MOMA
Headpiece (page 85) from Le Calumet;André Derain;1880;1954;Impresionismo;MOMA
Tailpiece (page 87) from Le Calumet;André Derain;1880;1954;Impresionismo;MOMA
Headpiece (page 88) from Le Calumet;André Derain;1880;1954;Impresionismo;MOMA
Headpiece (page 89) from Le Calumet;André Derain;1880;1954;Impresionismo;MOMA
Headpiece (page 93) from Le Calumet;André Derain;1880;1954;Impresionismo;MOMA
Tailpiece (page 94) from Le Calumet;André Derain;1880;1954;Impresionismo;MOMA
Tailpiece (page 13) from Le Calumet;André Derain;1880;1954;Impresionismo;MOMA
Headpiece (page 96) from Le Calumet;André Derain;1880;1954;Impresionismo;MOMA
In-text plate (page 97) from Le Calumet;André Derain;1880;1954;Impresionismo;MOMA
In-text plate (page 99) from Le Calumet;André Derain;1880;1954;Impresionismo;MOMA
Headpiece (page 101) from Le Calumet;André Derain;1880;1954;Impresionismo;MOMA
Tailpiece (page 102) from Le Calumet;André Derain;1880;1954;Impresionismo;MOMA
Headpiece (page 103) from Le Calumet;André Derain;1880;1954;Impresionismo;MOMA
In-text plate (page 104) from Le Calumet;André Derain;1880;1954;Impresionismo;MOMA
Tailpiece (page 107) from Le Calumet;André Derain;1880;1954;Impresionismo;MOMA
Headpiece (page 108) from Le Calumet;André Derain;1880;1954;Impresionismo;MOMA
In-text plate (page 110) from Le Calumet;André Derain;1880;1954;Impresionismo;MOMA
Headpiece (page 14) from Le Calumet;André Derain;1880;1954;Impresionismo;MOMA
Tailpiece (page 110) from Le Calumet;André Derain;1880;1954;Impresionismo;MOMA
Front cover (duplicate of title page) from Le Calumet;André Derain;1880;1954;Impresionismo;MOMA
Headpiece (page 16) from Le Calumet;André Derain;1880;1954;Impresionismo;MOMA
Tailpiece (page 18) from Le Calumet;André Derain;1880;1954;Impresionismo;MOMA
Headpiece (page 19) from Le Calumet;André Derain;1880;1954;Impresionismo;MOMA
L'Enchanteur Pourrissant;André Derain;1880;1954;Impresionismo;MOMA
Frontispiece from ÉTOILES PEINTES;André Derain;1880;1954;Impresionismo;MOMA
ÉTOILES PEINTES;André Derain;1880;1954;Impresionismo;MOMA
Publisher's device (title page) from ÉTOILES PEINTES;André Derain;1880;1954;Impresionismo;MOMA
Publisher's device (front cover) from ÉTOILES PEINTES;André Derain;1880;1954;Impresionismo;MOMA
Supplementary plate (duplicate of frontispiece) from ÉTOILES PEINTES;André Derain;1880;1954;Impresionismo;MOMA
Supplementary plate (duplicate of publisher's device) from ÉTOILES PEINTES;André Derain;1880;1954;Impresionismo;MOMA
Plate (folio 7) from LES TRAVAUX ET LES JEUX;André Derain;1880;1954;Impresionismo;MOMA
